timestamp,x,y,z
0.0,-1.130262807732878,-1.4768659132665376,0.053625781073039856
0.04,-0.40784719145255044,-0.6597047075615418,0.058131456342441136
0.08,0.20220602464217483,0.025015002123005455,0.06831213192213967
0.12,0.6205530363114635,0.4866817256069256,0.08407348930323197
0.16,0.8154399394231981,0.6977010339224025,0.10020216205166098
0.2,0.8051341486680431,0.697311213189266,0.10862895320640267
0.24,0.6468525035354049,0.5762007144591313,0.10331941174091755
0.28,0.4189858116793819,0.44807841728390296,0.08534864261386804
0.32,0.202838634970659,0.41600962194602836,0.0654031102242701
0.36,0.06648054345601467,0.5425806166501894,0.06200593693103519
0.4,0.05123827847679855,0.8329627384871534,0.09548204901771715
0.44,0.16279741669502887,1.2361744963784207,0.17953116921271936
0.48,0.3707270513995978,1.6631745274064154,0.3138383392259243
0.52,0.6187513601690067,2.014928601490224,0.481440283815755
0.56,0.8435827968727049,2.2117922433056787,0.6526155464916111
0.6,0.9958975071278447,2.216139670078789,0.7937019779371461
0.64,1.0557346378672863,2.041916090708788,0.8769804742402286
0.68,1.0365205116874172,1.7487965520178999,0.8879532904005187
0.72,0.9759260290157338,1.4235818853801976,0.8279292092952746
0.76,0.9171920876447054,1.153783973130097,0.7116202273167782
0.8,0.8900306273449843,0.9994594783379256,0.5613339402865444
0.84,0.90143241481402,0.9726456095254482,0.40063926371300695
0.88,0.9404837401733036,1.035246058944116,0.24991406491574109
0.92,0.9913906781429723,1.1190481753625798,0.12434794123759582
0.96,1.0434258638493585,1.1582209479892607,0.03350321837876563
1.0,1.0904406790883443,1.1165958206621303,-0.018657734725286677
1.04,1.1233217278575167,0.9968056095476596,-0.033721551976364346
1.08,1.1263544557554306,0.8309911467161446,-0.01847355681922399
1.12,1.0844566259842154,0.6620557513110019,0.016290122923530347
1.16,0.9964193613914507,0.5253666236909957,0.05795168905650957
1.2,0.8818310780733508,0.4370607413188289,0.09471470264589259
1.24,0.7734687305741745,0.3913286663340031,0.11777467186911221
1.28,0.6989107908127815,0.3661818951735347,0.1224193409259101
1.32,0.6643014961504023,0.3347793381070104,0.10812052176326058
1.36,0.6511740355740583,0.2776489916408786,0.07802478129821407
1.4000000000000001,0.6265594496672924,0.19077770468641864,0.038094177935932234
1.44,0.5581857272347456,0.08615188709772617,-0.004172582330695395
1.48,0.42669621050218154,-0.01508387528874668,-0.04152625292459971
1.52,0.2316070420891613,-0.09267789399984196,-0.06891986590059035
1.56,-0.008718709951196123,-0.13481384978678032,-0.0848209907304636
1.6,-0.261584760715316,-0.13996482765219387,-0.09113127924646003
1.6400000000000001,-0.48725159394405465,-0.11445541750230395,-0.09162102216814356
1.68,-0.6474252322246257,-0.06943448760812047,-0.08960809520730496
1.72,-0.7134977654742151,-0.01910600969773547,-0.08606431453918448
1.76,-0.6730255393544307,0.0210595030125457,-0.07915624867797365
1.8,-0.5331640849538775,0.03784626130074106,-0.06548405285415114
1.84,-0.32058740259941526,0.024885146132249944,-0.04230634052000566
1.8800000000000001,-0.07813208338016339,-0.014470696285430426,-0.009446791330263597
1.92,0.14149058466763634,-0.06844119103427769,0.03011647413507713
1.96,0.28467436879910607,-0.12228365041596027,0.07107338518128656
2.0,0.308033186808826,-0.16525623850306018,0.10745652411077583
2.04,0.1900857606300409,-0.19542297485101925,0.13445124598246455
2.08,-0.05952891948036959,-0.21980735845187416,0.14959418634155938
2.12,-0.3973358347036472,-0.24967987159694913,0.1527747332533231
2.16,-0.753106447527444,-0.29295398965396074,0.14518181309235004
2.2,-1.0469646818885896,-0.3472119361842127,0.12819053823527474
