,x,y,z
228,-4.19946,-0.094933115,-2.0413532
229,-4.1852098,-0.49923095,-1.9705783
230,-3.998252,-0.2703381,-2.1115491
231,-3.8493726,-0.38821077,-2.3340325
232,-3.8567173,-0.3945588,-2.4246914
233,-3.8136382,-0.3404906,-2.3416154
234,-3.9468246,-0.4484635,-2.3810992
235,-3.5294282,-0.15309152,-2.3448033
236,-3.6417778,-0.23611128,-2.3940883
237,-3.806976,-0.09926799,-2.3213286
238,-3.5591488,-0.34705427,-2.4455197
239,-3.4469981,-0.3207007,-2.3515472
240,-3.8728096,-0.81583196,-2.39231
241,-3.9781692,-0.45378807,-2.3339953
242,-3.452552,-0.03499375,-2.521708
243,-3.5260124,-0.24050565,-2.57733
244,-3.3523571,-0.66596127,-2.736832
245,-3.5167634,-0.71821046,-2.6193058
246,-3.6602573,-0.41275245,-2.465827
247,-3.674653,-0.33045673,-2.365441
248,-3.7898579,-0.14625528,-2.5515265
249,-4.089499,-0.3058452,-2.332846
250,-4.4928455,-0.15626644,-2.2397213
251,-4.768739,-0.078948595,-2.0147038
252,-5.3120947,0.0843293,-2.054747
253,-5.2228065,-0.16871327,-2.4653337
254,-5.433276,-0.052777506,-2.2432458
255,-5.8765125,-0.041336033,-1.9530624
256,-6.1137304,0.08544252,-1.7190576
257,-6.594609,-0.08751019,-1.9283602
258,-6.9719086,0.4115808,-1.6051366
259,-7.180039,0.5217506,-1.4757966
260,-7.403802,0.3953344,-1.6504128
261,-7.7593656,0.21801369,-2.0473664
262,-7.905024,0.15351205,-1.789474
263,-7.830087,0.1656476,-1.9632428
264,-8.665092,-0.09300493,-1.874832
265,-9.888348,0.459368,-1.7962724
266,-11.60536,0.33699536,-1.9899104
267,-17.137115,-0.39383185,-1.2828206
268,-19.462772,-1.0785018,-1.3001934
269,-23.957958,-1.2567815,-1.3468153
270,-26.041685,-2.419647,2.1981142
271,-30.14023,-2.1336749,5.0065904
272,-34.26666,-2.5629,7.0576653
273,-37.28187,-4.75878,4.861352
274,-40.261227,-4.2711964,1.5856853
275,-39.041393,-3.8767083,2.6650267
276,-35.560947,-3.5650196,2.2966979
277,-35.150448,-4.1347127,1.5950991
278,-33.860725,-3.2494822,2.5092921
279,-29.20381,-3.6780102,3.4688356
280,-26.47867,-1.295518,1.5595273
281,-22.64564,-0.5769581,4.0832024
282,-13.5696,-2.025525,-0.2070998
283,-3.289875,-1.3704381,0.50048554
284,1.4438018,-1.5383345,0.6861672
285,4.3605227,-3.7551074,0.5195653
286,13.6557455,-0.9241304,1.1425447
287,17.665134,-0.37127796,0.74096423
288,23.836744,-0.8932168,0.69824857
289,25.892504,-0.018509936,1.0104399
290,25.98593,0.03274885,0.89698213
291,24.96557,-0.08540269,0.61288136
292,24.039501,0.9423674,1.2322932
293,22.907864,0.55945194,0.6148593
294,18.16283,0.32217425,0.69644713
295,14.659508,0.1828335,0.8956627
296,5.5759726,0.25732055,-0.5806338
297,1.2353677,-0.30356163,-1.9228448
298,-3.3703241,-0.07953811,-2.4492354
299,-10.250249,-0.4712544,-3.0406187
300,-17.281862,1.6156652,-3.8427474
301,-25.223452,3.35345,-5.9031806
302,-27.560246,1.8308377,-2.6793883
303,-31.738825,1.5715966,-2.7837713
304,-29.240734,-0.60865986,-5.838062
305,-31.52242,2.38702,-4.8765955
306,-31.847706,1.789872,-4.389642
307,-28.183662,1.5306188,-4.5449815
308,-27.772968,1.6786765,-5.6168184
309,-26.473858,3.4569206,-6.1235714
310,-21.577808,3.2522357,-3.4540944
311,-20.566465,4.087566,-3.7216187
312,-5.0879116,3.174422,-4.344533
313,0.9545257,3.5861084,-1.864918
314,5.9739056,3.7217848,-0.9485602
315,9.326571,3.8680975,0.083012
316,13.2927,4.909943,0.47834438
317,16.693552,4.2633557,-0.5876172
318,21.249784,4.392903,-0.8885401
319,22.370018,4.7594414,-1.1983252
320,22.732027,5.150955,-0.5763156
321,19.418335,5.2018666,-1.1834102
322,16.198875,5.288479,-0.96110654
323,12.467261,4.9761434,-1.1801668
324,10.193938,4.640235,-1.5154073
325,6.337575,3.6898227,-1.8606443
326,2.4383633,2.8353229,-3.2295
327,-0.7386406,3.1915357,-3.9887378
328,-4.0291104,1.7742144,-4.8386106
329,-4.8623013,1.6059155,-4.7450924
330,-5.7387958,1.7663039,-5.243721
331,-5.409979,1.6983125,-5.5669165
332,-6.463414,2.1134367,-5.638866
333,-7.162874,2.167356,-5.7075353
334,-7.0266004,2.0267127,-5.9915676
335,-6.8219056,2.1772177,-6.1733003
336,-7.0353217,1.7438445,-5.7170386
337,-6.5828466,1.6035776,-5.9353557
338,-6.0098515,1.5482666,-5.7496605
339,-5.4795856,1.760504,-5.4905267
340,-5.0527577,1.5856407,-5.622538
341,-4.8084183,1.8366321,-5.702264
342,-4.863711,1.9024092,-5.2099147
343,-4.635119,1.676295,-4.8346896
344,-3.9274518,2.288859,-4.6329393
345,-3.88922,1.9738241,-5.248964
346,-3.6249433,2.1881573,-5.4340086
347,-3.566831,2.4584358,-5.4213443
348,-3.2944207,1.7028683,-5.136958
349,-3.44068,2.095622,-5.2313404
350,-2.9212172,1.8463424,-5.27551
351,-2.6960335,1.7639264,-5.1310287
352,-2.775559,1.80638,-4.9624696
353,-2.8393912,1.9629743,-4.6841865
354,-2.2753756,2.1279507,-4.8091726
355,-2.1173544,2.0182755,-4.8553195
356,-1.9361858,1.808586,-4.9696736
357,-1.646788,1.7902374,-4.811555
358,-1.7698319,1.6873546,-4.721003
359,-1.785749,1.5949407,-4.518708
360,-2.5792718,1.3140752,-4.6374054
361,-2.4320543,1.0945811,-4.6774645
362,-2.577503,0.8706094,-4.703873
363,-2.5783708,0.49082595,-4.63064
364,-1.8282034,0.38839626,-4.7617984
365,-2.533088,0.43478388,-4.3331246
366,-2.4966636,0.062732294,-3.9996758
367,-2.3242178,0.62339425,-4.2951326
368,-2.1322274,0.38178873,-3.996566
369,-2.1724334,0.603704,-4.1967983
370,-2.1922796,0.5612491,-4.3146706
371,-1.4466592,0.79340494,-4.3218884
372,-1.7426339,0.6540242,-3.947137
373,-1.7336886,0.38943577,-3.9429734
374,-1.6780466,0.33903536,-4.268158
375,-1.0875294,0.33591995,-4.0767617
376,-1.1442577,0.5332898,-4.067535
377,-0.7334814,0.2774745,-4.000367
378,-1.1278908,0.4102351,-3.9059603
379,-0.77975696,0.020168995,-3.8710928
380,-0.92967224,-0.035194516,-3.877797
381,-0.83778495,0.091163635,-3.8296502
382,-0.86456054,0.58530486,-3.8243837
383,-0.8566343,0.42367688,-3.9820724
384,-0.9336989,0.80118686,-3.8228276
385,-0.8015336,0.6037175,-3.8084166
386,-0.71972233,0.5849419,-3.7722836
387,-0.8748745,0.5591621,-3.7620554
388,-0.782357,0.44932106,-3.4038954
389,-0.9626387,0.5830185,-3.4415903
390,-1.508092,0.6123487,-3.485587
391,-0.93391275,0.34471554,-3.5258281
392,-1.1254321,0.15776818,-3.6172016
393,-1.0608095,0.26974586,-3.6312313
394,-0.9687953,0.34143075,-3.4725864
395,-0.81927544,0.54008573,-3.3940864
396,-0.58310217,0.7742848,-3.6188893
397,-0.2848818,0.5504579,-3.9859009
398,-0.3365057,0.4521437,-3.8689997
399,-0.85740244,0.3717871,-3.6935592
400,-1.9766588,0.35408595,-3.8576915
401,-3.4047294,-0.007887643,-4.1696653
402,-4.6678786,-0.16236375,-3.9697993
403,-9.255534,-1.2350308,-4.0930343
404,-12.815991,-1.0219978,-4.3418818
405,-19.13529,-0.17038232,-3.8266704
406,-24.00777,0.29325187,-4.3979697
407,-26.39465,-2.253483,-3.8827608
408,-29.403019,-0.4588446,-0.4976715
409,-28.99694,-0.8336826,0.892776
410,-35.299744,-0.32759824,-2.0066953
411,-34.506912,0.37001142,-3.414162
412,-34.550163,-1.4337357,-2.538394
413,-33.69605,-1.2780095,-4.0018153
414,-27.717207,1.0800844,-2.716938
415,-25.704254,1.66007,-2.9375825
416,-25.801323,3.8147717,-0.6230392
417,-19.896374,3.7623289,-1.5650619
418,-13.060696,1.2547251,-1.6065004
419,-1.7635872,1.5959791,-5.646135
420,10.2074375,0.4994004,-3.1375592
421,13.400821,1.5820199,-2.3849423
422,17.42057,1.644981,-2.5259483
423,21.194138,0.44509122,-2.89954
424,25.428385,0.22950427,-1.3443297
425,25.74631,-0.26422223,-2.0962987
426,25.885027,0.122927934,-1.767496
427,24.596928,0.5993372,-0.94494826
428,24.158697,0.34634268,-2.5855386
429,16.002573,0.1403274,-1.4349161
430,14.376677,-0.1892227,-2.4348128
431,9.006157,-1.7487867,-2.7845712
432,4.8641977,-2.173018,-3.7669826
433,1.1867701,-3.12311,-4.306579
434,-5.5100007,-3.4111803,-5.122306
435,-23.139141,0.9844796,-2.7061212
436,-26.435122,-2.158295,-3.2953317
437,-27.217237,-2.295949,-5.958907
438,-29.633959,-0.046241853,-4.9324365
439,-30.023485,0.76781666,-5.5100226
440,-29.18673,1.6801713,-6.3466897
441,-22.780418,1.0843551,-8.125898
442,-20.025307,0.84172183,-7.566375
443,-20.719614,1.442882,-4.5962243
444,-14.385727,2.8115067,-5.5349617
445,-7.406377,1.4858484,-4.8843575
446,5.4355583,2.7142203,-2.8450162
447,9.490214,3.353035,-0.90183896
448,14.448342,3.7491887,-0.6424178
449,18.7924,3.5406802,-1.4320737
450,23.328987,2.6241531,-1.3684796
451,25.291435,2.5611265,-0.9923889
452,24.720158,2.276864,-0.6370719
453,22.466717,2.6391625,-0.72172946
454,18.18724,1.8900206,-0.95097613
455,14.041442,2.8097713,-0.780729
456,10.617218,3.7800126,-0.9759757
457,6.311219,2.5901082,-2.4156735
458,-1.1340573,3.2071128,-4.8178115
459,-4.723318,2.5285006,-5.9482756
460,-6.912264,2.326939,-5.620923
461,-10.753708,2.2824242,-4.925427
462,-12.871099,2.557514,-5.3294578
463,-12.63434,2.8533442,-5.838531
464,-12.49314,2.6111424,-6.2167816
465,-12.53466,2.0048087,-6.313426
466,-11.821258,1.8571898,-6.3184977
467,-11.303846,1.8157922,-6.170481
468,-11.473384,1.6642239,-6.0399146
469,-10.504844,1.317806,-5.987367
470,-10.095633,1.3085998,-5.7899914
471,-8.9857645,0.89414185,-5.6781554
472,-8.715134,1.0697976,-5.5516257
473,-8.494212,0.96606356,-5.2293863
474,-7.822947,1.0326866,-5.034071
475,-7.4830794,0.26488242,-5.2266583
476,-6.8762245,0.27456337,-5.389943
477,-7.011246,-0.00819862,-5.527403
478,-7.0545473,-0.106957555,-5.458183
479,-6.9686594,0.120363735,-5.422558
480,-7.5333786,0.5400139,-5.432143
481,-7.4825435,0.46835554,-5.3030443
482,-7.391567,0.2606403,-5.3023667
483,-6.9923034,0.26808345,-5.099828
484,-7.3524423,0.10753983,-4.832667
485,-6.769639,-0.37191236,-4.7132287
486,-7.1907415,-0.41384283,-4.6108346
487,-7.309336,-0.6011366,-4.5748386
488,-7.111197,-0.44818646,-4.7581005
489,-7.479355,-0.8730369,-4.463041
490,-7.536781,-0.89931357,-4.4808936
491,-8.10039,-0.36360496,-4.526777
492,-8.1445265,-0.38736087,-4.2583084
493,-7.2764854,-0.09391843,-4.6759634
494,-7.188051,0.108661085,-4.8792787
495,-7.117834,-0.22892824,-4.7273254
496,-7.0470014,-0.16650017,-4.883108
497,-7.057389,-0.26856053,-4.6869793
498,-6.7909927,-0.07386386,-4.7020884
499,-6.61017,-0.15598172,-4.782331
500,-6.3894134,-0.240943,-4.8951383
501,-6.312367,-0.062346753,-4.7792587
502,-6.3676205,0.24921435,-4.6333504
503,-6.18056,-0.036504373,-4.63864
504,-6.6563983,0.022955384,-4.515549
505,-6.5448284,-0.34579897,-4.4499106
506,-6.5000424,-0.020546261,-4.332473
507,-6.169929,-0.43727094,-4.1818714
508,-5.869948,-0.36450443,-4.297379
509,-6.0177407,-0.5301202,-4.4584603
510,-5.920304,-0.13717803,-4.59321
511,-5.4274664,-0.36920282,-4.592724
512,-5.4862795,-0.1820019,-4.602131
513,-5.163301,-0.22953571,-4.315915
514,-5.5138044,-0.4268371,-4.2633457
515,-5.714168,-0.6127307,-4.1883087
516,-6.627734,-0.36911502,-4.2759876
517,-6.509228,-0.15662764,-4.2866206
518,-5.4810085,-0.6953631,-4.572175
519,-5.158549,-0.2452135,-4.280118
520,-5.148171,-0.4125198,-4.207716
521,-5.3032684,-0.20038556,-3.9671018
522,-4.669116,-0.19266517,-4.066254
523,-4.617606,-0.22730732,-4.177159
524,-4.8058343,-0.36176562,-4.2360044
525,-5.4043975,-0.12774731,-4.165774
526,-6.054648,-0.43688032,-4.381283
527,-6.877823,-0.30290148,-4.5515475
528,-8.60662,0.07403402,-4.54233
529,-11.249704,-0.37581965,-3.8456738
530,-16.21468,-1.3044201,-4.0334735
531,-23.690123,14.790483,-8.1097555
532,-34.799007,-7.9072127,-1.8243408
533,-36.36205,-7.033873,1.3966901
534,-33.25849,-2.3425074,0.6155741
535,-34.088234,-2.5780833,-1.5677823
536,-33.054325,-1.6355549,-0.30810246
537,-29.951363,1.7998039,-0.11217987
538,-27.255705,0.9036337,-3.6300175
539,-25.311245,0.65052485,-0.61009264
540,-21.73573,3.035342,-1.0677766
541,-13.270423,0.6915529,-2.672403
542,-2.7886503,1.3564202,-3.488394
543,6.7856426,1.4251568,-0.059909016
544,12.656792,2.748953,1.2125823
545,16.43498,2.825193,1.0039506
546,18.788454,1.6933815,0.28551435
547,22.25221,1.0719798,0.32478622
548,22.923784,1.117784,0.8856915
549,19.817152,1.5042812,1.1222508
550,16.284573,1.8153822,1.721885
551,12.532944,0.44678622,1.4447324
552,8.638847,1.1187876,0.45340872
553,3.0497782,0.6498757,1.1331968
554,-12.042305,0.12777533,-0.46441668
555,-22.503199,1.5424843,1.7025373
556,-29.421484,15.489075,-4.868825
557,-32.394302,-2.0508301,3.2247496
558,-36.05667,-2.6405098,-0.46919942
559,-38.028553,-2.1555846,-0.16773053
560,-37.54069,-0.98793423,-1.0306039
561,-37.336514,-1.3782032,-0.47886115
562,-36.007854,-1.383927,-2.3331437
563,-27.808249,1.7505959,-1.7874008
564,-27.461775,1.5836315,-1.9311168
565,-25.262344,2.9496045,-3.2459984
566,-19.915838,2.3844695,-2.3235857
567,-12.373502,1.3421527,-1.4270722
568,-2.543603,1.9458613,-2.256439
569,8.365084,2.0785673,0.060836095
570,13.756635,3.2400365,1.3417948
571,17.65062,3.8992531,0.63766074
572,20.990433,3.0515397,0.73084855
573,24.55965,2.808656,1.1062344
574,25.246105,3.3139775,1.1522776
575,21.046373,3.1890302,0.005748003
576,18.186752,4.001657,0.51353127
577,16.274563,3.676509,0.5904308
578,12.063749,3.4961436,-0.34099334
579,8.9102545,3.7903323,-0.3630142
580,0.5060456,2.3266816,-3.007364
581,-2.0493078,1.9562056,-4.627151
582,-3.2988753,2.012227,-5.2170568
583,-6.7121124,2.524792,-5.1005573
584,-8.177182,2.0008876,-5.1775875
585,-9.175999,1.926935,-5.185319
586,-9.353197,1.815731,-5.1053944
587,-9.513691,2.0072963,-5.4265924
588,-9.55919,2.5026772,-5.169105
589,-9.326222,2.0982614,-5.317525
590,-8.651772,1.7598895,-5.057705
591,-7.660444,1.1617967,-5.02669
592,-7.405102,0.7651822,-4.7915015
593,-6.9686313,0.66204935,-4.467925
594,-5.7052226,0.6180225,-4.6335287
595,-4.96587,0.9625236,-4.2936773
596,-4.593465,0.9496511,-4.0920024
597,-4.796192,0.92833954,-3.937299
598,-4.622469,1.072495,-3.9004295
599,-4.866727,1.1743176,-4.061572
600,-4.6874657,1.3182836,-4.042132
601,-4.7080398,0.94485784,-4.047307
602,-4.899401,1.2751756,-4.118449
603,-4.1958394,0.83542967,-4.275665
604,-4.2745676,0.71311945,-4.247793
605,-4.2356243,0.7660097,-4.1332984
606,-3.994102,0.5478326,-4.06644
607,-4.154574,0.26145235,-3.8972752
608,-4.1256337,0.3392769,-4.011388
609,-4.1651926,0.04274227,-3.8966124
610,-3.7575243,0.20764387,-4.032243
611,-3.9931867,0.025457565,-4.0009503
612,-4.17781,-0.103649385,-4.0489917
613,-4.1418004,-0.2670089,-3.980193
614,-4.569287,-0.16797604,-4.050233
615,-5.1273746,-0.24416845,-3.5305
616,-4.6637993,-0.34806043,-3.652266
617,-4.024322,-0.20138755,-3.4608653
618,-3.543467,-0.19331333,-4.083625
619,-2.9854136,0.015430315,-3.8822687
620,-2.9989371,-0.23747548,-3.8571694
621,-2.6923697,-0.21798225,-3.8675091
622,-2.5039241,0.52410734,-3.6769314
623,-1.72934,0.22192615,-4.142862
624,-1.800713,0.8375904,-4.290107
625,-1.7398064,1.1762446,-4.196925
626,-1.6306945,1.1287539,-4.4838505
627,-1.2678635,1.0181113,-4.227373
628,-0.96289855,0.87997824,-4.4360375
629,-1.45064,0.7286511,-4.461689
630,-1.3750303,0.67986757,-4.4740868
631,-1.4221064,0.91887563,-4.2286086
632,-1.5088152,0.42119703,-4.235059
633,-2.2994153,-0.25994092,-4.289652
634,-2.887707,-0.27318075,-4.33138
635,-3.2590156,-0.34016624,-4.1483364
636,-3.7061615,0.1508362,-4.282579
637,-3.617599,-0.3439221,-4.276543
638,-3.743671,-0.41857764,-4.044303
639,-3.5359101,-0.021644214,-4.018351
640,-3.1506352,-0.32555407,-3.8746328
641,-3.0651016,-0.432705,-3.840991
642,-2.882594,-0.64251345,-4.107002
643,-2.724557,-0.5056068,-4.1017
644,-2.7627468,-0.4591194,-4.1203
645,-2.7685301,-0.22093804,-4.098766
646,-2.7624567,-0.35404694,-3.876837
647,-2.7560334,-0.29046747,-3.6589868
648,-3.3343492,-0.1865521,-3.6370244
649,-3.3734741,-0.32097057,-3.6676886
650,-3.4103289,-0.5560677,-3.4812284
651,-3.6283894,-0.53437257,-3.6780064
652,-4.2370677,-1.0369387,-3.6242044
653,-5.1153708,-1.3022193,-3.3318975
654,-6.072486,-1.1701016,-2.966102
655,-10.364726,-1.4255778,-1.9279554
656,-13.897314,-3.0466838,-1.1678598
657,-20.099401,-3.744648,-0.49978995
658,-22.881506,-0.9189116,0.108357094
659,-32.817936,-4.2874517,2.7802525
660,-35.85091,-3.1439228,1.1282009
661,-34.732967,-3.3191063,1.2848848
